what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1522121596603
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522121598136
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522121598218
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522121599319
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1522121600905
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522121601772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121602655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1522121602682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1522121602867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121605579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1522121607169
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522121607924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1522121610013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121615611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121618481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121619708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121625903
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1522121625973
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522121625998
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1522121627104
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522121627128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121654729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121655599
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522121661414
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1522121661729
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522121664252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121674409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121674862
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522121680555
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1522121680870
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522121689384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121709821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121716008
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522121716022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121738813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121750775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1522121760362
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1522121761504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1522121763689
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522121772514
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1522121772826
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522121781415
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522121793309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121805924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121831320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121832604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522121888289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522122348806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522122455753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522122460828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522122483626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522122484600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522122486723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522122495120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522122507860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1522122533596
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522122544539
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1522122544857
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522122553469
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522122563179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522122567545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522122573571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522122586567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522122587805
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522122593845
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1522122594154
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522122600146
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1522122678828
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522122685461
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1522122685763
error,log,,,"Unable to validate connection settings.",1522122686039
error,log,,,"Unable to validate connection settings.",1522122686041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522122686268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522122688207
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522122694373
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522122700659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1522122723772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1522122729968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1522122731372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1522122735209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1522122735637
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522122744540
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1522122744848
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522122753422
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522122776954
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1522122799837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1522122800982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1522122812149
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522122819876
